"PostCode","shortPostcode","Year","Town","District","County","Population2019","Population2020","Population2021","Population2022"
"S36 7RD","S36","2020","SHEFFIELD","BARNSLEY","SOUTH YORKSHIRE",28887.2491096629,29049.3803524257,29212.4215655281,29376.3778562275
"S75 6GD","S75","2020","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",46053.5446916695,46312.0226937162,46571.9514174824,46833.339005222
"DN3 2BG","DN3","2020","DONCASTER","DONCASTER","SOUTH YORKSHIRE",31762.5587259464,31940.8277989209,32120.0974166769,32300.3731948259
"DN6 0QU","DN6","2020","DONCASTER","DONCASTER","SOUTH YORKSHIRE",32902.3306127832,33086.9967169107,33272.6992695019,33459.4440876796
"S36 9FS","S36","2020","SHEFFIELD","BARNSLEY","SOUTH YORKSHIRE",28887.2491096629,29049.3803524257,29212.4215655281,29376.3778562275
"S26 4TZ","S26","2020","SHEFFIELD","ROTHERHAM","SOUTH YORKSHIRE",27346.0747047557,27499.5560230957,27653.8987636081,27809.1077610713
"DN6 0HF","DN6","2020","DONCASTER","DONCASTER","SOUTH YORKSHIRE",32902.3306127832,33086.9967169107,33272.6992695019,33459.4440876796
"S35 1SG","S35","2020","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",43732.8043437728,43978.2570655201,44225.087403899,44473.3030908572
"S73 0AW","S73","2020","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",28535.4937451433,28695.6507419618,28856.706628558,29018.6664499992
"S60 4JT","S60","2020","ROTHERHAM","ROTHERHAM","SOUTH YORKSHIRE",39395.5445037803,39616.6541208805,39839.0047276253,40062.603289136
"S71 4PT","S71","2020","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",47420.4258979409,47686.575594438,47954.2190704533,48223.3647099047
"S35 7AF","S35","2020","SHEFFIELD","BARNSLEY","SOUTH YORKSHIRE",43732.8043437728,43978.2570655201,44225.087403899,44473.3030908572
"S2 5AY","S2","2020","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",47036.980860942,47300.9784514999,47566.4577427652,47833.4270508631
"DN3 3NU","DN3","2020","DONCASTER","DONCASTER","SOUTH YORKSHIRE",31762.5587259464,31940.8277989209,32120.0974166769,32300.3731948259
"S25 4DF","S25","2020","SHEFFIELD","ROTHERHAM","SOUTH YORKSHIRE",22289.4592994843,22414.560091291,22540.3630180352,22666.8720204869
"DN8 5BB","DN8","2020","DONCASTER","DONCASTER","SOUTH YORKSHIRE",18269.0961842842,18371.6324713937,18474.7442489417,18578.4347468993
"S63 7LL","S63","2020","ROTHERHAM","ROTHERHAM","SOUTH YORKSHIRE",40241.6587589761,40467.5172379424,40694.6433597966,40923.0442392526
"S63 6HG","S63","2020","ROTHERHAM","ROTHERHAM","SOUTH YORKSHIRE",40241.6587589761,40467.5172379424,40694.6433597966,40923.0442392526
"S65 1BD","S65","2020","ROTHERHAM","ROTHERHAM","SOUTH YORKSHIRE",37578.6699483036,37789.5822590246,38001.6783264585,38214.9647945037
"S20 1FY","S20","2020","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",33149.5100581213,33335.5634702097,33522.6611171025,33710.8088596237
"DN5 7QH","DN5","2020","DONCASTER","DONCASTER","SOUTH YORKSHIRE",43165.5592063944,43407.8282342314,43651.4570100464,43896.4531654982
"S73 8HR","S73","2020","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",28535.4937451433,28695.6507419618,28856.706628558,29018.6664499992
"S25 3SA","S25","2020","SHEFFIELD","ROTHERHAM","SOUTH YORKSHIRE",22289.4592994843,22414.560091291,22540.3630180352,22666.8720204869
"S6 6HE","S6","2020","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",61532.8933753642,61878.2500562952,62225.5450702139,62574.7892961188
"S26 6NL","S26","2020","SHEFFIELD","ROTHERHAM","SOUTH YORKSHIRE",27346.0747047557,27499.5560230957,27653.8987636081,27809.1077610713
"S74 8EZ","S74","2020","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",18707.4699869138,18812.4666706206,18918.0526538744,19024.2312441507
"S62 6FN","S62","2020","ROTHERHAM","ROTHERHAM","SOUTH YORKSHIRE",21101.0965815127,21219.5276235074,21338.6233661092,21458.3875399861
"DN12 3AU","DN12","2020","DONCASTER","DONCASTER","SOUTH YORKSHIRE",25477.4403508963,25620.4338581986,25764.2299242685,25908.8330535104
"S35 7AA","S35","2020","SHEFFIELD","BARNSLEY","SOUTH YORKSHIRE",43732.8043437728,43978.2570655201,44225.087403899,44473.3030908572
"S70 5US","S70","2020","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",41026.5063140454,41256.7697922209,41488.3256365797,41721.1811005967
"DN11 0AJ","DN11","2020","DONCASTER","DONCASTER","SOUTH YORKSHIRE",29948.8531377176,30116.9426903125,30285.9756545819,30455.9573254749
"S62 7BW","S62","2020","ROTHERHAM","ROTHERHAM","SOUTH YORKSHIRE",21101.0965815127,21219.5276235074,21338.6233661092,21458.3875399861
"S75 4RW","S75","2020","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",46053.5446916695,46312.0226937162,46571.9514174824,46833.339005222
"S64 8RE","S64","2020","MEXBOROUGH","ROTHERHAM","SOUTH YORKSHIRE",32424.8728807626,32606.8592276323,32789.8669826836,32973.901878625
"S81 8RQ","S81","2020","WORKSOP","ROTHERHAM","SOUTH YORKSHIRE",39447.3043021631,39668.7044239217,39891.3471657981,40115.2395020645
"S72 8FE","S72","2020","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",26781.9985346252,26932.3139450544,27083.4730088272,27235.4804609936
"DN8 5JL","DN8","2020","DONCASTER","DONCASTER","SOUTH YORKSHIRE",18269.0961842842,18371.6324713937,18474.7442489417,18578.4347468993
"S20 3GL","S20","2020","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",33149.5100581213,33335.5634702097,33522.6611171025,33710.8088596237
"S72 8UH","S72","2020","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",26781.9985346252,26932.3139450544,27083.4730088272,27235.4804609936
"S65 1SU","S65","2020","ROTHERHAM","ROTHERHAM","SOUTH YORKSHIRE",37578.6699483036,37789.5822590246,38001.6783264585,38214.9647945037
"S74 9SB","S74","2020","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",18707.4699869138,18812.4666706206,18918.0526538744,19024.2312441507
"DN6 8QU","DN6","2020","DONCASTER","DONCASTER","SOUTH YORKSHIRE",32902.3306127832,33086.9967169107,33272.6992695019,33459.4440876796
"S63 7ER","S63","2020","ROTHERHAM","ROTHERHAM","SOUTH YORKSHIRE",40241.6587589761,40467.5172379424,40694.6433597966,40923.0442392526
"S75 4PB","S75","2020","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",46053.5446916695,46312.0226937162,46571.9514174824,46833.339005222
"DN3 3RL","DN3","2020","DONCASTER","DONCASTER","SOUTH YORKSHIRE",31762.5587259464,31940.8277989209,32120.0974166769,32300.3731948259
"S75 5EF","S75","2020","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",46053.5446916695,46312.0226937162,46571.9514174824,46833.339005222
"S6 6SF","S6","2020","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",61532.8933753642,61878.2500562952,62225.5450702139,62574.7892961188
"S35 1SY","S35","2020","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",43732.8043437728,43978.2570655201,44225.087403899,44473.3030908572
"S75 1PQ","S75","2020","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",46053.5446916695,46312.0226937162,46571.9514174824,46833.339005222
"S6 6AH","S6","2020","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",61532.8933753642,61878.2500562952,62225.5450702139,62574.7892961188
"S64 8LW","S64","2020","MEXBOROUGH","ROTHERHAM","SOUTH YORKSHIRE",32424.8728807626,32606.8592276323,32789.8669826836,32973.901878625
"DN11 9JE","DN11","2020","DONCASTER","DONCASTER","SOUTH YORKSHIRE",29948.8531377176,30116.9426903125,30285.9756545819,30455.9573254749
"S75 3TU","S75","2020","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",46053.5446916695,46312.0226937162,46571.9514174824,46833.339005222
"DN12 3HP","DN12","2020","DONCASTER","DONCASTER","SOUTH YORKSHIRE",25477.4403508963,25620.4338581986,25764.2299242685,25908.8330535104
"DN10 6JL","DN10","2020","DONCASTER","DONCASTER","SOUTH YORKSHIRE",12766.7127194715,12838.3665827849,12910.4226072685,12982.8830500737
"DN8 5NH","DN8","2020","DONCASTER","DONCASTER","SOUTH YORKSHIRE",18269.0961842842,18371.6324713937,18474.7442489417,18578.4347468993
"S25 5ER","S25","2020","SHEFFIELD","ROTHERHAM","SOUTH YORKSHIRE",22289.4592994843,22414.560091291,22540.3630180352,22666.8720204869
"S75 4LD","S75","2020","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",46053.5446916695,46312.0226937162,46571.9514174824,46833.339005222
"S35 0GY","S35","2020","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",43732.8043437728,43978.2570655201,44225.087403899,44473.3030908572
"S25 3AF","S25","2020","SHEFFIELD","ROTHERHAM","SOUTH YORKSHIRE",22289.4592994843,22414.560091291,22540.3630180352,22666.8720204869
"S64 8DQ","S64","2020","MEXBOROUGH","ROTHERHAM","SOUTH YORKSHIRE",32424.8728807626,32606.8592276323,32789.8669826836,32973.901878625
"S20 7JJ","S20","2020","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",33149.5100581213,33335.5634702097,33522.6611171025,33710.8088596237
"DN12 3DW","DN12","2020","DONCASTER","DONCASTER","SOUTH YORKSHIRE",25477.4403508963,25620.4338581986,25764.2299242685,25908.8330535104
"S75 3DP","S75","2020","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",46053.5446916695,46312.0226937162,46571.9514174824,46833.339005222
"DN5 7XA","DN5","2020","DONCASTER","DONCASTER","SOUTH YORKSHIRE",43165.5592063944,43407.8282342314,43651.4570100464,43896.4531654982
"DN8 5SH","DN8","2020","DONCASTER","DONCASTER","SOUTH YORKSHIRE",18269.0961842842,18371.6324713937,18474.7442489417,18578.4347468993
"DN6 9BY","DN6","2020","DONCASTER","DONCASTER","SOUTH YORKSHIRE",32902.3306127832,33086.9967169107,33272.6992695019,33459.4440876796
"DN5 0LB","DN5","2020","DONCASTER","DONCASTER","SOUTH YORKSHIRE",43165.5592063944,43407.8282342314,43651.4570100464,43896.4531654982
"S26 6QP","S26","2020","SHEFFIELD","ROTHERHAM","SOUTH YORKSHIRE",27346.0747047557,27499.5560230957,27653.8987636081,27809.1077610713
"DN12 1EZ","DN12","2020","DONCASTER","DONCASTER","SOUTH YORKSHIRE",25477.4403508963,25620.4338581986,25764.2299242685,25908.8330535104
"S13 7AF","S13","2021","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",32397.4084979472,32579.240699488,32762.0934440613,32945.9724595201
"S63 5BD","S63","2021","ROTHERHAM","ROTHERHAM","SOUTH YORKSHIRE",40241.6587589761,40467.5172379424,40694.6433597966,40923.0442392526
"S35 0HD","S35","2021","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",43732.8043437728,43978.2570655201,44225.087403899,44473.3030908572
"S2 5AY","S2","2021","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",47036.980860942,47300.9784514999,47566.4577427652,47833.4270508631
"S73 8BQ","S73","2021","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",28535.4937451433,28695.6507419618,28856.706628558,29018.6664499992
"S2 5AW","S2","2021","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",47036.980860942,47300.9784514999,47566.4577427652,47833.4270508631
"DN10 6NB","DN10","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",12766.7127194715,12838.3665827849,12910.4226072685,12982.8830500737
"S26 4WD","S26","2021","SHEFFIELD","ROTHERHAM","SOUTH YORKSHIRE",27346.0747047557,27499.5560230957,27653.8987636081,27809.1077610713
"S25 4DY","S25","2021","SHEFFIELD","ROTHERHAM","SOUTH YORKSHIRE",22289.4592994843,22414.560091291,22540.3630180352,22666.8720204869
"S35 0ER","S35","2021","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",43732.8043437728,43978.2570655201,44225.087403899,44473.3030908572
"S73 0XB","S73","2021","BARNSLEY","ROTHERHAM","SOUTH YORKSHIRE",28535.4937451433,28695.6507419618,28856.706628558,29018.6664499992
"S2 5AS","S2","2021","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",47036.980860942,47300.9784514999,47566.4577427652,47833.4270508631
"S71 5BG","S71","2021","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",47420.4258979409,47686.575594438,47954.2190704533,48223.3647099047
"DN8 5LE","DN8","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",18269.0961842842,18371.6324713937,18474.7442489417,18578.4347468993
"S61 2BF","S61","2021","ROTHERHAM","ROTHERHAM","SOUTH YORKSHIRE",37837.4689402175,38049.8337742308,38263.3905173224,38478.1458591461
"S20 1AH","S20","2021","SHEFFIELD","ROTHERHAM","SOUTH YORKSHIRE",33149.5100581213,33335.5634702097,33522.6611171025,33710.8088596237
"S26 6NL","S26","2021","SHEFFIELD","ROTHERHAM","SOUTH YORKSHIRE",27346.0747047557,27499.5560230957,27653.8987636081,27809.1077610713
"DN5 8LL","DN5","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",43165.5592063944,43407.8282342314,43651.4570100464,43896.4531654982
"S61 2SQ","S61","2021","ROTHERHAM","ROTHERHAM","SOUTH YORKSHIRE",37837.4689402175,38049.8337742308,38263.3905173224,38478.1458591461
"S71 4QP","S71","2021","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",47420.4258979409,47686.575594438,47954.2190704533,48223.3647099047
"S75 3DP","S75","2021","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",46053.5446916695,46312.0226937162,46571.9514174824,46833.339005222
"S72 8LP","S72","2021","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",26781.9985346252,26932.3139450544,27083.4730088272,27235.4804609936
"S63 7GG","S63","2021","ROTHERHAM","ROTHERHAM","SOUTH YORKSHIRE",40241.6587589761,40467.5172379424,40694.6433597966,40923.0442392526
"S63 7GF","S63","2021","ROTHERHAM","ROTHERHAM","SOUTH YORKSHIRE",40241.6587589761,40467.5172379424,40694.6433597966,40923.0442392526
"S63 7ER","S63","2021","ROTHERHAM","ROTHERHAM","SOUTH YORKSHIRE",40241.6587589761,40467.5172379424,40694.6433597966,40923.0442392526
"DN3 1EP","DN3","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",31762.5587259464,31940.8277989209,32120.0974166769,32300.3731948259
"S25 3SA","S25","2021","SHEFFIELD","ROTHERHAM","SOUTH YORKSHIRE",22289.4592994843,22414.560091291,22540.3630180352,22666.8720204869
"S74 0HY","S74","2021","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",18707.4699869138,18812.4666706206,18918.0526538744,19024.2312441507
"S35 1SY","S35","2021","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",43732.8043437728,43978.2570655201,44225.087403899,44473.3030908572
"DN11 9JE","DN11","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",29948.8531377176,30116.9426903125,30285.9756545819,30455.9573254749
"DN4 7AQ","DN4","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",56423.4618492941,56740.1415703668,57058.5986734443,57378.8431341789
"S71 5HH","S71","2021","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",47420.4258979409,47686.575594438,47954.2190704533,48223.3647099047
"S64 8RE","S64","2021","MEXBOROUGH","ROTHERHAM","SOUTH YORKSHIRE",32424.8728807626,32606.8592276323,32789.8669826836,32973.901878625
"S61 2RJ","S61","2021","ROTHERHAM","ROTHERHAM","SOUTH YORKSHIRE",37837.4689402175,38049.8337742308,38263.3905173224,38478.1458591461
"S75 3TU","S75","2021","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",46053.5446916695,46312.0226937162,46571.9514174824,46833.339005222
"S26 2BE","S26","2021","SHEFFIELD","ROTHERHAM","SOUTH YORKSHIRE",27346.0747047557,27499.5560230957,27653.8987636081,27809.1077610713
"S63 7JR","S63","2021","ROTHERHAM","ROTHERHAM","SOUTH YORKSHIRE",40241.6587589761,40467.5172379424,40694.6433597966,40923.0442392526
"S6 6GY","S6","2021","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",61532.8933753642,61878.2500562952,62225.5450702139,62574.7892961188
"DN6 9BY","DN6","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",32902.3306127832,33086.9967169107,33272.6992695019,33459.4440876796
"DN3 1LZ","DN3","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",31762.5587259464,31940.8277989209,32120.0974166769,32300.3731948259
"S66 9QP","S66","2021","ROTHERHAM","ROTHERHAM","SOUTH YORKSHIRE",48784.1381369643,49057.9417419124,49333.2820843523,49610.167789306
"S17 3QQ","S17","2021","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",16463.8411753833,16556.245371445,16649.1681910382,16742.6125449651
"S63 0BF","S63","2021","ROTHERHAM","BARNSLEY","SOUTH YORKSHIRE",40241.6587589761,40467.5172379424,40694.6433597966,40923.0442392526
"S36 2AL","S36","2021","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",28887.2491096629,29049.3803524257,29212.4215655281,29376.3778562275
"S70 5US","S70","2021","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",41026.5063140454,41256.7697922209,41488.3256365797,41721.1811005967
"DN3 2BG","DN3","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",31762.5587259464,31940.8277989209,32120.0974166769,32300.3731948259
"S35 0DX","S35","2021","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",43732.8043437728,43978.2570655201,44225.087403899,44473.3030908572
"DN7 5JX","DN7","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",25996.0946571399,26141.9991396935,26288.7225190202,26436.2693912224
"DN3 1AA","DN3","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",31762.5587259464,31940.8277989209,32120.0974166769,32300.3731948259
"S36 2AF","S36","2021","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",28887.2491096629,29049.3803524257,29212.4215655281,29376.3778562275
"S25 1YT","S25","2021","SHEFFIELD","ROTHERHAM","SOUTH YORKSHIRE",22289.4592994843,22414.560091291,22540.3630180352,22666.8720204869
"DN4 9JR","DN4","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",56423.4618492941,56740.1415703668,57058.5986734443,57378.8431341789
"DN10 6QS","DN10","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",12766.7127194715,12838.3665827849,12910.4226072685,12982.8830500737
"S35 4LS","S35","2021","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",43732.8043437728,43978.2570655201,44225.087403899,44473.3030908572
"S75 5JS","S75","2021","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",46053.5446916695,46312.0226937162,46571.9514174824,46833.339005222
"S75 3LT","S75","2021","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",46053.5446916695,46312.0226937162,46571.9514174824,46833.339005222
"S72 8FE","S72","2021","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",26781.9985346252,26932.3139450544,27083.4730088272,27235.4804609936
"DN4 6QP","DN4","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",56423.4618492941,56740.1415703668,57058.5986734443,57378.8431341789
"DN8 5BB","DN8","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",18269.0961842842,18371.6324713937,18474.7442489417,18578.4347468993
"S66 3RJ","S66","2021","ROTHERHAM","ROTHERHAM","SOUTH YORKSHIRE",48784.1381369643,49057.9417419124,49333.2820843523,49610.167789306
"DN4 7NB","DN4","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",56423.4618492941,56740.1415703668,57058.5986734443,57378.8431341789
"S36 9PT","S36","2021","SHEFFIELD","BARNSLEY","SOUTH YORKSHIRE",28887.2491096629,29049.3803524257,29212.4215655281,29376.3778562275
"S6 6AH","S6","2021","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",61532.8933753642,61878.2500562952,62225.5450702139,62574.7892961188
"S8 7SB","S8","2021","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",48774.6312352206,49048.3814821701,49323.6681671369,49600.4999134621
"S64 8LW","S64","2021","MEXBOROUGH","ROTHERHAM","SOUTH YORKSHIRE",32424.8728807626,32606.8592276323,32789.8669826836,32973.901878625
"DN11 9QX","DN11","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",29948.8531377176,30116.9426903125,30285.9756545819,30455.9573254749
"DN12 1EX","DN12","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",25477.4403508963,25620.4338581986,25764.2299242685,25908.8330535104
"DN10 6TL","DN10","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",12766.7127194715,12838.3665827849,12910.4226072685,12982.8830500737
"DN11 9FA","DN11","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",29948.8531377176,30116.9426903125,30285.9756545819,30455.9573254749
"S75 1JT","S75","2021","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",46053.5446916695,46312.0226937162,46571.9514174824,46833.339005222
"S75 4PB","S75","2021","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",46053.5446916695,46312.0226937162,46571.9514174824,46833.339005222
"DN10 6PU","DN10","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",12766.7127194715,12838.3665827849,12910.4226072685,12982.8830500737
"S63 7HB","S63","2021","ROTHERHAM","ROTHERHAM","SOUTH YORKSHIRE",40241.6587589761,40467.5172379424,40694.6433597966,40923.0442392526
"S75 3LS","S75","2021","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",46053.5446916695,46312.0226937162,46571.9514174824,46833.339005222
"S35 0HJ","S35","2021","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",43732.8043437728,43978.2570655201,44225.087403899,44473.3030908572
"S35 9TZ","S35","2021","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",43732.8043437728,43978.2570655201,44225.087403899,44473.3030908572
"DN9 3RN","DN9","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",21145.4621229836,21264.1421689713,21383.4883131144,21503.5042939248
"DN10 6JL","DN10","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",12766.7127194715,12838.3665827849,12910.4226072685,12982.8830500737
"S73 0TE","S73","2021","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",28535.4937451433,28695.6507419618,28856.706628558,29018.6664499992
"DN3 1HG","DN3","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",31762.5587259464,31940.8277989209,32120.0974166769,32300.3731948259
"S66 1JY","S66","2021","ROTHERHAM","ROTHERHAM","SOUTH YORKSHIRE",48784.1381369643,49057.9417419124,49333.2820843523,49610.167789306
"DN4 7AP","DN4","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",56423.4618492941,56740.1415703668,57058.5986734443,57378.8431341789
"S66 7FL","S66","2021","ROTHERHAM","ROTHERHAM","SOUTH YORKSHIRE",48784.1381369643,49057.9417419124,49333.2820843523,49610.167789306
"S26 7YR","S26","2021","SHEFFIELD","ROTHERHAM","SOUTH YORKSHIRE",27346.0747047557,27499.5560230957,27653.8987636081,27809.1077610713
"S75 4BL","S75","2021","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",46053.5446916695,46312.0226937162,46571.9514174824,46833.339005222
"S26 6PB","S26","2021","SHEFFIELD","ROTHERHAM","SOUTH YORKSHIRE",27346.0747047557,27499.5560230957,27653.8987636081,27809.1077610713
"S63 7LB","S63","2021","ROTHERHAM","ROTHERHAM","SOUTH YORKSHIRE",40241.6587589761,40467.5172379424,40694.6433597966,40923.0442392526
"S75 5EF","S75","2021","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",46053.5446916695,46312.0226937162,46571.9514174824,46833.339005222
"S35 9YR","S35","2021","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",43732.8043437728,43978.2570655201,44225.087403899,44473.3030908572
"DN6 0HY","DN6","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",32902.3306127832,33086.9967169107,33272.6992695019,33459.4440876796
"S26 6LN","S26","2021","SHEFFIELD","ROTHERHAM","SOUTH YORKSHIRE",27346.0747047557,27499.5560230957,27653.8987636081,27809.1077610713
"S62 6NX","S62","2021","ROTHERHAM","ROTHERHAM","SOUTH YORKSHIRE",21101.0965815127,21219.5276235074,21338.6233661092,21458.3875399861
"S74 9SB","S74","2021","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",18707.4699869138,18812.4666706206,18918.0526538744,19024.2312441507
"S25 5FS","S25","2021","SHEFFIELD","ROTHERHAM","SOUTH YORKSHIRE",22289.4592994843,22414.560091291,22540.3630180352,22666.8720204869
"DN6 0QX","DN6","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",32902.3306127832,33086.9967169107,33272.6992695019,33459.4440876796
"S63 6EZ","S63","2021","ROTHERHAM","ROTHERHAM","SOUTH YORKSHIRE",40241.6587589761,40467.5172379424,40694.6433597966,40923.0442392526
"S74 9DH","S74","2021","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE",18707.4699869138,18812.4666706206,18918.0526538744,19024.2312441507
"S35 2XP","S35","2021","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",43732.8043437728,43978.2570655201,44225.087403899,44473.3030908572
"S5 6DD","S5","2021","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",63239.9103995795,63594.8478055737,63951.7773168916,64310.7101143316
"S36 1GB","S36","2021","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",28887.2491096629,29049.3803524257,29212.4215655281,29376.3778562275
"DN12 3DW","DN12","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",25477.4403508963,25620.4338581986,25764.2299242685,25908.8330535104
"DN11 0DB","DN11","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",29948.8531377176,30116.9426903125,30285.9756545819,30455.9573254749
"DN8 5NH","DN8","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",18269.0961842842,18371.6324713937,18474.7442489417,18578.4347468993
"S64 8NW","S64","2021","MEXBOROUGH","ROTHERHAM","SOUTH YORKSHIRE",32424.8728807626,32606.8592276323,32789.8669826836,32973.901878625
"DN7 5LW","DN7","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",25996.0946571399,26141.9991396935,26288.7225190202,26436.2693912224
"DN7 5BL","DN7","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",25996.0946571399,26141.9991396935,26288.7225190202,26436.2693912224
"DN7 5SE","DN7","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",25996.0946571399,26141.9991396935,26288.7225190202,26436.2693912224
"DN6 0QU","DN6","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",32902.3306127832,33086.9967169107,33272.6992695019,33459.4440876796
"S36 7GU","S36","2021","SHEFFIELD","BARNSLEY","SOUTH YORKSHIRE",28887.2491096629,29049.3803524257,29212.4215655281,29376.3778562275
"S17 3GG","S17","2021","SHEFFIELD","SHEFFIELD","SOUTH YORKSHIRE",16463.8411753833,16556.245371445,16649.1681910382,16742.6125449651
"DN10 6NT","DN10","2021","DONCASTER","DONCASTER","SOUTH YORKSHIRE",12766.7127194715,12838.3665827849,12910.4226072685,12982.8830500737
